movie_id,keyword,occurrence
337674,death in family,98
258230,death in family,98
291680,death in family,98
36968,death in family,98
53113,death in family,98
47760,death in family,98
98205,death in family,98
304850,death in family,98
174671,death in family,98
15136,death in family,98
2164,death in family,98
16619,death in family,98
94959,death in family,98
107774,death in family,98
47518,death in family,98
59468,death in family,98
281957,death in family,98
344041,death in family,98
344041,death in family,98
242224,death in family,98
23160,death in family,98
38722,death in family,98
941,death in family,98
12618,death in family,98
2637,death in family,98
273481,death in family,98
303991,death in family,98
157827,death in family,98
13815,death of a child,21
26515,death of a child,21
15516,death of a child,21
39907,death of a child,21
13641,death of a child,21
15584,death of a child,21
16095,death of a child,21
21042,death of a child,21
23631,death of a child,21
47518,death of a child,21
8967,death of a child,21
77957,death of a child,21
59726,death of a child,21
211065,death of a child,21
192145,death of a child,21
267480,death of a child,21
221437,death of a child,21
300467,death of a child,21
344041,death of a child,21
344041,death of a child,21
345938,death of a child,21
12616,death of a friend,31
30237,death of a friend,31
12764,death of a friend,31
12211,death of a friend,31
15592,death of a friend,31
120,death of a friend,31
11857,death of a friend,31
14778,death of a friend,31
11524,death of a friend,31
9902,death of a friend,31
1415,death of a friend,31
10762,death of a friend,31
10254,death of a friend,31
10053,death of a friend,31
9682,death of a friend,31
5413,death of a friend,31
559,death of a friend,31
675,death of a friend,31
